
131182	131100	3	district	深州市	130000,131100,131182	河北省,衡水市,深州市	河北省	衡水市	深州市	115.554596	38.00347
131128	131100	3	district	阜城县	130000,131100,131128	河北省,衡水市,阜城县	河北省	衡水市	阜城县	116.164727	37.869945
131124	131100	3	district	饶阳县	130000,131100,131124	河北省,衡水市,饶阳县	河北省	衡水市	饶阳县	115.726577	38.232671
131125	131100	3	district	安平县	130000,131100,131125	河北省,衡水市,安平县	河北省	衡水市	安平县	115.519627	38.233511
131103	131100	3	district	冀州区	130000,131100,131103	河北省,衡水市,冀州区	河北省	衡水市	冀州区	115.579173	37.542788
131127	131100	3	district	景县	130000,131100,131127	河北省,衡水市,景县	河北省	衡水市	景县	116.258446	37.686622
131126	131100	3	district	故城县	130000,131100,131126	河北省,衡水市,故城县	河北省	衡水市	故城县	115.966747	37.350981
131122	131100	3	district	武邑县	130000,131100,131122	河北省,衡水市,武邑县	河北省	衡水市	武邑县	115.892415	37.803774
131123	131100	3	district	武强县	130000,131100,131123	河北省,衡水市,武强县	河北省	衡水市	武强县	115.970236	38.03698
130600	130000	2	city	保定市	130000,130600	河北省,保定市	河北省	保定市		115.482331	38.867657
130630	130600	3	district	涞源县	130000,130600,130630	河北省,保定市,涞源县	河北省	保定市	涞源县	114.692567	39.35755
130633	130600	3	district	易县	130000,130600,130633	河北省,保定市,易县	河北省	保定市	易县	115.501146	39.35297
130636	130600	3	district	顺平县	130000,130600,130636	河北省,保定市,顺平县	河北省	保定市	顺平县	115.132749	38.845127
130609	130600	3	district	徐水区	130000,130600,130609	河北省,保定市,徐水区	河北省	保定市	徐水区	115.64941	39.020395
130632	130600	3	district	安新县	130000,130600,130632	河北省,保定市,安新县	河北省	保定市	安新县	115.931979	38.929912
130628	130600	3	district	高阳县	130000,130600,130628	河北省,保定市,高阳县	河北省	保定市	高阳县	115.778878	38.690092
130602	130600	3	district	竞秀区	130000,130600,130602	河北省,保定市,竞秀区	河北省	保定市	竞秀区	115.470659	38.88662
130683	130600	3	district	安国市	130000,130600,130683	河北省,保定市,安国市	河北省	保定市	安国市	115.33141	38.421367
130682	130600	3	district	定州市	130000,130600,130682	河北省,保定市,定州市	河北省	保定市	定州市	114.991389	38.517602
130606	130600	3	district	莲池区	130000,130600,130606	河北省,保定市,莲池区	河北省	保定市	莲池区	115.500934	38.865005
130623	130600	3	district	涞水县	130000,130600,130623	河北省,保定市,涞水县	河北省	保定市	涞水县	115.711985	39.393148
130681	130600	3	district	涿州市	130000,130600,130681	河北省,保定市,涿州市	河北省	保定市	涿州市	115.973409	39.485765
130637	130600	3	district	博野县	130000,130600,130637	河北省,保定市,博野县	河北省	保定市	博野县	115.461798	38.458271
130635	130600	3	district	蠡县	130000,130600,130635	河北省,保定市,蠡县	河北省	保定市	蠡县	115.583631	38.496429
130631	130600	3	district	望都县	130000,130600,130631	河北省,保定市,望都县	河北省	保定市	望都县	115.154009	38.707448
130624	130600	3	district	阜平县	130000,130600,130624	河北省,保定市,阜平县	河北省	保定市	阜平县	114.198801	38.847276
130634	130600	3	district	曲阳县	130000,130600,130634	河北省,保定市,曲阳县	河北省	保定市	曲阳县	114.704055	38.619992
130627	130600	3	district	唐县	130000,130600,130627	河北省,保定市,唐县	河北省	保定市	唐县	114.981241	38.748542
130684	130600	3	district	高碑店市	130000,130600,130684	河北省,保定市,高碑店市	河北省	保定市	高碑店市	115.882704	39.327689
130626	130600	3	district	定兴县	130000,130600,130626	河北省,保定市,定兴县	河北省	保定市	定兴县	115.796895	39.266195
130629	130600	3	district	容城县	130000,130600,130629	河北省,保定市,容城县	河北省	保定市	容城县	115.866247	39.05282
130638	130600	3	district	雄县	130000,130600,130638	河北省,保定市,雄县	河北省	保定市	雄县	116.107474	38.990819
130607	130600	3	district	满城区	130000,130600,130607	河北省,保定市,满城区	河北省	保定市	满城区	115.32442	38.95138
130608	130600	3	district	清苑区	130000,130600,130608	河北省,保定市,清苑区	河北省	保定市	清苑区	115.492221	38.771012
130800	130000	2	city	承德市	130000,130800	河北省,承德市	河北省	承德市		117.939152	40.976204
130825	130800	3	district	隆化县	130000,130800,130825	河北省,承德市,隆化县	河北省	承德市	隆化县	117.736343	41.316667
130828	130800	3	district	围场满族蒙古族自治县	130000,130800,130828	河北省,承德市,围场满族蒙古族自治县	河北省	承德市	围场满族蒙古族自治县	117.764086	41.949404
130826	130800	3	district	丰宁满族自治县	130000,130800,130826	河北省,承德市,丰宁满族自治县	河北省	承德市	丰宁满族自治县	116.65121	41.209903
130827	130800	3	district	宽城满族自治县	130000,130800,130827	河北省,承德市,宽城满族自治县	河北省	承德市	宽城满族自治县	118.488642	40.607981
130804	130800	3	district	鹰手营子矿区	130000,130800,130804	河北省,承德市,鹰手营子矿区	河北省	承德市	鹰手营子矿区	117.661154	40.546956
130822	130800	3	district	兴隆县	130000,130800,130822	河北省,承德市,兴隆县	河北省	承德市	兴隆县	117.507098	40.418525
130881	130800	3	district	平泉市	130000,130800,130881	河北省,承德市,平泉市	河北省	承德市	平泉市	118.690238	41.00561
130824	130800	3	district	滦平县	130000,130800,130824	河北省,承德市,滦平县	河北省	承德市	滦平县	117.337124	40.936644
130803	130800	3	district	双滦区	130000,130800,130803	河北省,承德市,双滦区	河北省	承德市	双滦区	117.797485	40.959756
130821	130800	3	district	承德县	130000,130800,130821	河北省,承德市,承德县	河北省	承德市	承德县	118.172496	40.768637
130802	130800	3	district	双桥区	130000,130800,130802	河北省,承德市,双桥区	河北省	承德市	双桥区	117.939152	40.976204
810000	100000	1	province	香港特别行政区	810000	香港特别行政区	香港特别行政区			114.173355	22.320048
810015	810000	3	district	西贡区	810000,810015	香港特别行政区,西贡区	香港特别行政区		西贡区	114.264645	22.31421306
810008	810000	3	district	黄大仙区	810000,810008	香港特别行政区,黄大仙区	香港特别行政区		黄大仙区	114.2038856	22.33632056
810016	810000	3	district	沙田区	810000,810016	香港特别行政区,沙田区	香港特别行政区		沙田区	114.1953653	22.37953167
810011	810000	3	district	屯门区	810000,810011	香港特别行政区,屯门区	香港特别行政区		屯门区	113.9765742	22.39384417
810003	810000	3	district	东区	810000,810003	香港特别行政区,东区	香港特别行政区		东区	114.2260031	22.27969306
810001	810000	3	district	中西区	810000,810001	香港特别行政区,中西区	香港特别行政区		中西区	114.1543731	22.28198083
810013	810000	3	district	北区	810000,810013	香港特别行政区,北区	香港特别行政区		北区	114.1473639	22.49610389
810006	810000	3	district	深水埗区	810000,810006	香港特别行政区,深水埗区	香港特别行政区		深水埗区	114.1632417	22.33385417
810005	810000	3	district	油尖旺区	810000,810005	香港特别行政区,油尖旺区	香港特别行政区		油尖旺区	114.1733317	22.31170389
810014	810000	3	district	大埔区	810000,810014	香港特别行政区,大埔区	香港特别行政区		大埔区	114.1717431	22.44565306
810004	810000	3	district	南区	810000,810004	香港特别行政区,南区	香港特别行政区		南区	114.1600117	22.24589667
810012	810000	3	district	元朗区	810000,810012	香港特别行政区,元朗区	香港特别行政区		元朗区	114.0324381	22.44142833
810009	810000	3	district	观塘区	810000,810009	香港特别行政区,观塘区	香港特别行政区		观塘区	114.2140542	22.32083778
810018	810000	3	district	离岛区	810000,810018	香港特别行政区,离岛区	香港特别行政区		离岛区	113.94612	22.28640778
810007	810000	3	district	九龙城区	810000,810007	香港特别行政区,九龙城区	香港特别行政区		九龙城区	114.1928467	22.31251
810002	810000	3	district	湾仔区	810000,810002	香港特别行政区,湾仔区	香港特别行政区		湾仔区	114.1829153	22.27638889
810017	810000	3	district	葵青区	810000,810017	香港特别行政区,葵青区	香港特别行政区		葵青区	114.1393194	22.36387667
810010	810000	3	district	荃湾区	810000,810010	香港特别行政区,荃湾区	香港特别行政区		荃湾区	114.1210792	22.36830667
710000	100000	1	province	台湾省	710000	台湾省	台湾省			121.509062	25.044332
820000	100000	1	province	澳门特别行政区	820000	澳门特别行政区	澳门特别行政区			113.54909	22.198951
820003	820000	3	district	望德堂区	820000,820003	澳门特别行政区,望德堂区	澳门特别行政区		望德堂区	113.5501828	22.19372083
820007	820000	3	district	路凼填海区	820000,820007	澳门特别行政区,路凼填海区	澳门特别行政区		路凼填海区	113.5695992	22.13663
820002	820000	3	district	花王堂区	820000,820002	澳门特别行政区,花王堂区	澳门特别行政区		花王堂区	113.5489608	22.1992075
820006	820000	3	district	嘉模堂区	820000,820006	澳门特别行政区,嘉模堂区	澳门特别行政区		嘉模堂区	113.5587044	22.15375944
820005	820000	3	district	风顺堂区	820000,820005	澳门特别行政区,风顺堂区	澳门特别行政区		风顺堂区	113.5419278	22.18736806
820001	820000	3	district	花地玛堂区	820000,820001	澳门特别行政区,花地玛堂区	澳门特别行政区		花地玛堂区	113.5528956	22.20787
820004	820000	3	district	大堂区	820000,820004	澳门特别行政区,大堂区	澳门特别行政区		大堂区	113.5536475	22.18853944
820008	820000	3	district	圣方济各堂区	820000,820008	澳门特别行政区,圣方济各堂区	澳门特别行政区		圣方济各堂区	113.5599542	22.12348639
620000	100000	1	province	甘肃省	620000	甘肃省	甘肃省			103.823557	36.058039
620300	620000	2	city	金昌市	620000,620300	甘肃省,金昌市	甘肃省	金昌市		102.187888	38.514238
620302	620300	3	district	金川区	620000,620300,620302	甘肃省,金昌市,金川区	甘肃省	金昌市	金川区	102.187683	38.513793
620321	620300	3	district	永昌县	620000,620300,620321	甘肃省,金昌市,永昌县	甘肃省	金昌市	永昌县	101.971957	38.247354
620200	620000	2	city	嘉峪关市	620000,620200	甘肃省,嘉峪关市	甘肃省	嘉峪关市		98.277304	39.786529
620100	620000	2	city	兰州市	620000,620100	甘肃省,兰州市	甘肃省	兰州市		103.823557	36.058039
620122	620100	3	district	皋兰县	620000,620100,620122	甘肃省,兰州市,皋兰县	甘肃省	兰州市	皋兰县	103.94933	36.331254
620105	620100	3	district	安宁区	620000,620100,620105	甘肃省,兰州市,安宁区	甘肃省	兰州市	安宁区	103.724038	36.10329
620111	620100	3	district	红古区	620000,620100,620111	甘肃省,兰州市,红古区	甘肃省	兰州市	红古区	102.861814	36.344177
620104	620100	3	district	西固区	620000,620100,620104	甘肃省,兰州市,西固区	甘肃省	兰州市	西固区	103.622331	36.100369
620121	620100	3	district	永登县	620000,620100,620121	甘肃省,兰州市,永登县	甘肃省	兰州市	永登县	103.262203	36.734428
620102	620100	3	district	城关区	620000,620100,620102	甘肃省,兰州市,城关区	甘肃省	兰州市	城关区	103.841032	36.049115
620103	620100	3	district	七里河区	620000,620100,620103	甘肃省,兰州市,七里河区	甘肃省	兰州市	七里河区	103.784326	36.06673
620123	620100	3	district	榆中县	620000,620100,620123	甘肃省,兰州市,榆中县	甘肃省	兰州市	榆中县	104.114975	35.84443
620900	620000	2	city	酒泉市	620000,620900	甘肃省,酒泉市	甘肃省	酒泉市		98.510795	39.744023
620981	620900	3	district	玉门市	620000,620900,620981	甘肃省,酒泉市,玉门市	甘肃省	酒泉市	玉门市	97.037206	40.28682
620902	620900	3	district	肃州区	620000,620900,620902	甘肃省,酒泉市,肃州区	甘肃省	酒泉市	肃州区	98.511155	39.743858
620923	620900	3	district	肃北蒙古族自治县	620000,620900,620923	甘肃省,酒泉市,肃北蒙古族自治县	甘肃省	酒泉市	肃北蒙古族自治县	94.87728	39.51224
620921	620900	3	district	金塔县	620000,620900,620921	甘肃省,酒泉市,金塔县	甘肃省	酒泉市	金塔县	98.902959	39.983036
620982	620900	3	district	敦煌市	620000,620900,620982	甘肃省,酒泉市,敦煌市	甘肃省	酒泉市	敦煌市	94.664279	40.141119
620924	620900	3	district	阿克塞哈萨克族自治县	620000,620900,620924	甘肃省,酒泉市,阿克塞哈萨克族自治县	甘肃省	酒泉市	阿克塞哈萨克族自治县	94.337642	39.631642
620922	620900	3	district	瓜州县	620000,620900,620922	甘肃省,酒泉市,瓜州县	甘肃省	酒泉市	瓜州县	95.780591	40.516525
620800	620000	2	city	平凉市	620000,620800	甘肃省,平凉市	甘肃省	平凉市		106.684691	35.54279
620823	620800	3	district	崇信县	620000,620800,620823	甘肃省,平凉市,崇信县	甘肃省	平凉市	崇信县	107.031253	35.304533
620825	620800	3	district	庄浪县	620000,620800,620825	甘肃省,平凉市,庄浪县	甘肃省	平凉市	庄浪县	106.041979	35.203428
620822	620800	3	district	灵台县	620000,620800,620822	甘肃省,平凉市,灵台县	甘肃省	平凉市	灵台县	107.620587	35.064009
620802	620800	3	district	崆峒区	620000,620800,620802	甘肃省,平凉市,崆峒区	甘肃省	平凉市	崆峒区	106.684223	35.54173
620881	620800	3	district	华亭市	620000,620800,620881	甘肃省,平凉市,华亭市	甘肃省	平凉市	华亭市	106.649308	35.215341
620826	620800	3	district	静宁县	620000,620800,620826	甘肃省,平凉市,静宁县	甘肃省	平凉市	静宁县	105.733489	35.525243
620821	620800	3	district	泾川县	620000,620800,620821	甘肃省,平凉市,泾川县	甘肃省	平凉市	泾川县	107.365218	35.335283
620400	620000	2	city	白银市	620000,620400	甘肃省,白银市	甘肃省	白银市		104.173606	36.54568
620421	620400	3	district	靖远县	620000,620400,620421	甘肃省,白银市,靖远县	甘肃省	白银市	靖远县	104.686972	36.561424
620403	620400	3	district	平川区	620000,620400,620403	甘肃省,白银市,平川区	甘肃省	白银市	平川区	104.819207	36.72921
620402	620400	3	district	白银区	620000,620400,620402	甘肃省,白银市,白银区	甘肃省	白银市	白银区	104.17425	36.545649
620423	620400	3	district	景泰县	620000,620400,620423	甘肃省,白银市,景泰县	甘肃省	白银市	景泰县	104.066394	37.193519
620422	620400	3	district	会宁县	620000,620400,620422	甘肃省,白银市,会宁县	甘肃省	白银市	会宁县	105.054337	35.692486
620600	620000	2	city	武威市	620000,620600	甘肃省,武威市	甘肃省	武威市		102.634697	37.929996
620622	620600	3	district	古浪县	620000,620600,620622	甘肃省,武威市,古浪县	甘肃省	武威市	古浪县	102.898047	37.470571
620602	620600	3	district	凉州区	620000,620600,620602	甘肃省,武威市,凉州区	甘肃省	武威市	凉州区	102.634492	37.93025
620623	620600	3	district	天祝藏族自治县	620000,620600,620623	甘肃省,武威市,天祝藏族自治县	甘肃省	武威市	天祝藏族自治县	103.142034	36.971678
620621	620600	3	district	民勤县	620000,620600,620621	甘肃省,武威市,民勤县	甘肃省	武威市	民勤县	103.090654	38.624621
621200	620000	2	city	陇南市	620000,621200	甘肃省,陇南市	甘肃省	陇南市		104.929379	33.388598
621226	621200	3	district	礼县	620000,621200,621226	甘肃省,陇南市,礼县	甘肃省	陇南市	礼县	105.181616	34.189387
621227	621200	3	district	徽县	620000,621200,621227	甘肃省,陇南市,徽县	甘肃省	陇南市	徽县	106.085632	33.767785
621202	621200	3	district	武都区	620000,621200,621202	甘肃省,陇南市,武都区	甘肃省	陇南市	武都区	104.929866	33.388155
621223	621200	3	district	宕昌县	620000,621200,621223	甘肃省,陇南市,宕昌县	甘肃省	陇南市	宕昌县	104.394475	34.042655
621228	621200	3	district	两当县	620000,621200,621228	甘肃省,陇南市,两当县	甘肃省	陇南市	两当县	106.306959	33.910729
621222	621200	3	district	文县	620000,621200,621222	甘肃省,陇南市,文县	甘肃省	陇南市	文县	104.682448	32.942171
621225	621200	3	district	西和县	620000,621200,621225	甘肃省,陇南市,西和县	甘肃省	陇南市	西和县	105.299737	34.013718
621224	621200	3	district	康县	620000,621200,621224	甘肃省,陇南市,康县	甘肃省	陇南市	康县	105.609534	33.328266
621221	621200	3	district	成县	620000,621200,621221	甘肃省,陇南市,成县	甘肃省	陇南市	成县	105.734434	33.739863
620700	620000	2	city	张掖市	620000,620700	甘肃省,张掖市	甘肃省	张掖市		100.455472	38.932897
620724	620700	3	district	高台县	620000,620700,620724	甘肃省,张掖市,高台县	甘肃省	张掖市	高台县	99.81665	39.376308
620721	620700	3	district	肃南裕固族自治县	620000,620700,620721	甘肃省,张掖市,肃南裕固族自治县	甘肃省	张掖市	肃南裕固族自治县	99.617086	38.837269
620722	620700	3	district	民乐县	620000,620700,620722	甘肃省,张掖市,民乐县	甘肃省	张掖市	民乐县	100.816623	38.434454
620725	620700	3	district	山丹县	620000,620700,620725	甘肃省,张掖市,山丹县	甘肃省	张掖市	山丹县	101.088442	38.784839
620702	620700	3	district	甘州区	620000,620700,620702	甘肃省,张掖市,甘州区	甘肃省	张掖市	甘州区	100.454862	38.931774
620723	620700	3	district	临泽县	620000,620700,620723	甘肃省,张掖市,临泽县	甘肃省	张掖市	临泽县	100.166333	39.152151
621000	620000	2	city	庆阳市	620000,621000	甘肃省,庆阳市	甘肃省	庆阳市		107.638372	35.734218
621023	621000	3	district	华池县	620000,621000,621023	甘肃省,庆阳市,华池县	甘肃省	庆阳市	华池县	107.986288	36.457304
621027	621000	3	district	镇原县	620000,621000,621027	甘肃省,庆阳市,镇原县	甘肃省	庆阳市	镇原县	107.195706	35.677806
621022	621000	3	district	环县	620000,621000,621022	甘肃省,庆阳市,环县	甘肃省	庆阳市	环县	107.308754	36.569322
621025	621000	3	district	正宁县	620000,621000,621025	甘肃省,庆阳市,正宁县	甘肃省	庆阳市	正宁县	108.361068	35.490642
621026	621000	3	district	宁县	620000,621000,621026	甘肃省,庆阳市,宁县	甘肃省	庆阳市	宁县	107.921182	35.50201
621021	621000	3	district	庆城县	620000,621000,621021	甘肃省,庆阳市,庆城县	甘肃省	庆阳市	庆城县	107.885664	36.013504
621002	621000	3	district	西峰区	620000,621000,621002	甘肃省,庆阳市,西峰区	甘肃省	庆阳市	西峰区	107.638824	35.733713
621024	621000	3	district	合水县	620000,621000,621024	甘肃省,庆阳市,合水县	甘肃省	庆阳市	合水县	108.019865	35.819005
620500	620000	2	city	天水市	620000,620500	甘肃省,天水市	甘肃省	天水市		105.724998	34.578529
620522	620500	3	district	秦安县	620000,620500,620522	甘肃省,天水市,秦安县	甘肃省	天水市	秦安县	105.6733	34.862354
620523	620500	3	district	甘谷县	620000,620500,620523	甘肃省,天水市,甘谷县	甘肃省	天水市	甘谷县	105.332347	34.747327
620502	620500	3	district	秦州区	620000,620500,620502	甘肃省,天水市,秦州区	甘肃省	天水市	秦州区	105.724477	34.578645
620503	620500	3	district	麦积区	620000,620500,620503	甘肃省,天水市,麦积区	甘肃省	天水市	麦积区	105.897631	34.563504
620525	620500	3	district	张家川回族自治县	620000,620500,620525	甘肃省,天水市,张家川回族自治县	甘肃省	天水市	张家川回族自治县	106.212416	34.993237
620521	620500	3	district	清水县	620000,620500,620521	甘肃省,天水市,清水县	甘肃省	天水市	清水县	106.139878	34.75287
620524	620500	3	district	武山县	620000,620500,620524	甘肃省,天水市,武山县	甘肃省	天水市	武山县	104.891696	34.721955
622900	620000	2	city	临夏回族自治州	620000,622900	甘肃省,临夏回族自治州	甘肃省	临夏回族自治州		103.212006	35.599446
622923	622900	3	district	永靖县	620000,622900,622923	甘肃省,临夏回族自治州,永靖县	甘肃省	临夏回族自治州	永靖县	103.319871	35.938933
622926	622900	3	district	东乡族自治县	620000,622900,622926	甘肃省,临夏回族自治州,东乡族自治县	甘肃省	临夏回族自治州	东乡族自治县	103.389568	35.66383
622901	622900	3	district	临夏市	620000,622900,622901	甘肃省,临夏回族自治州,临夏市	甘肃省	临夏回族自治州	临夏市	103.211634	35.59941
622927	622900	3	district	积石山保安族东乡族撒拉族自治县	620000,622900,622927	甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县	甘肃省	临夏回族自治州	积石山保安族东乡族撒拉族自治县	102.877473	35.712906
622921	622900	3	district	临夏县	620000,622900,622921	甘肃省,临夏回族自治州,临夏县	甘肃省	临夏回族自治州	临夏县	102.993873	35.49236
622924	622900	3	district	广河县	620000,622900,622924	甘肃省,临夏回族自治州,广河县	甘肃省	临夏回族自治州	广河县	103.576188	35.481688
622925	622900	3	district	和政县	620000,622900,622925	甘肃省,临夏回族自治州,和政县	甘肃省	临夏回族自治州	和政县	103.350357	35.425971
622922	622900	3	district	康乐县	620000,622900,622922	甘肃省,临夏回族自治州,康乐县	甘肃省	临夏回族自治州	康乐县	103.709852	35.371906
623000	620000	2	city	甘南藏族自治州	620000,623000	甘肃省,甘南藏族自治州	甘肃省	甘南藏族自治州		102.911008	34.986354
623027	623000	3	district	夏河县	620000,623000,623027	甘肃省,甘南藏族自治州,夏河县	甘肃省	甘南藏族自治州	夏河县	102.520743	35.200853
623022	623000	3	district	卓尼县	620000,623000,623022	甘肃省,甘南藏族自治州,卓尼县	甘肃省	甘南藏族自治州	卓尼县	103.508508	34.588165
623025	623000	3	district	玛曲县	620000,623000,623025	甘肃省,甘南藏族自治州,玛曲县	甘肃省	甘南藏族自治州	玛曲县	102.075767	33.998068
623001	623000	3	district	合作市	620000,623000,623001	甘肃省,甘南藏族自治州,合作市	甘肃省	甘南藏族自治州	合作市	102.91149	34.985973
623023	623000	3	district	舟曲县	620000,623000,623023	甘肃省,甘南藏族自治州,舟曲县	甘肃省	甘南藏族自治州	舟曲县	104.370271	33.782964
623021	623000	3	district	临潭县	620000,623000,623021	甘肃省,甘南藏族自治州,临潭县	甘肃省	甘南藏族自治州	临潭县	103.353054	34.69164
623024	623000	3	district	迭部县	620000,623000,623024	甘肃省,甘南藏族自治州,迭部县	甘肃省	甘南藏族自治州	迭部县	103.221009	34.055348
623026	623000	3	district	碌曲县	620000,623000,623026	甘肃省,甘南藏族自治州,碌曲县	甘肃省	甘南藏族自治州	碌曲县	102.488495	34.589591
621100	620000	2	city	定西市	620000,621100	甘肃省,定西市	甘肃省	定西市		104.626294	35.579578
621126	621100	3	district	岷县	620000,621100,621126	甘肃省,定西市,岷县	甘肃省	定西市	岷县	104.039882	34.439105
621124	621100	3	district	临洮县	620000,621100,621124	甘肃省,定西市,临洮县	甘肃省	定西市	临洮县	103.862186	35.376233
621123	621100	3	district	渭源县	620000,621100,621123	甘肃省,定西市,渭源县	甘肃省	定西市	渭源县	104.211742	35.133023
621125	621100	3	district	漳县	620000,621100,621125	甘肃省,定西市,漳县	甘肃省	定西市	漳县	104.466756	34.848642
621102	621100	3	district	安定区	620000,621100,621102	甘肃省,定西市,安定区	甘肃省	定西市	安定区	104.62577	35.579764
621122	621100	3	district	陇西县	620000,621100,621122	甘肃省,定西市,陇西县	甘肃省	定西市	陇西县	104.637554	35.003409
621121	621100	3	district	通渭县	620000,621100,621121	甘肃省,定西市,通渭县	甘肃省	定西市	通渭县	105.250102	35.208922
510000	100000	1	province	四川省	510000	四川省	四川省			104.065735	30.659462
510800	510000	2	city	广元市	510000,510800	四川省,广元市	四川省	广元市		105.829757	32.433668
510811	510800	3	district	昭化区	510000,510800,510811	四川省,广元市,昭化区	四川省	广元市	昭化区	105.964121	32.322788
510812	510800	3	district	朝天区	510000,510800,510812	四川省,广元市,朝天区	四川省	广元市	朝天区	105.88917	32.642632
510823	510800	3	district	剑阁县	510000,510800,510823	四川省,广元市,剑阁县	四川省	广元市	剑阁县	105.527035	32.286517
510824	510800	3	district	苍溪县	510000,510800,510824	四川省,广元市,苍溪县	四川省	广元市	苍溪县	105.939706	31.732251
510821	510800	3	district	旺苍县	510000,510800,510821	四川省,广元市,旺苍县	四川省	广元市	旺苍县	106.290426	32.22833
510822	510800	3	district	青川县	510000,510800,510822	四川省,广元市,青川县	四川省	广元市	青川县	105.238847	32.585655
510802	510800	3	district	利州区	510000,510800,510802	四川省,广元市,利州区	四川省	广元市	利州区	105.826194	32.432276
510100	510000	2	city	成都市	510000,510100	四川省,成都市	四川省	成都市		104.065735	30.659462
510182	510100	3	district	彭州市	510000,510100,510182	四川省,成都市,彭州市	四川省	成都市	彭州市	103.941173	30.985161
510113	510100	3	district	青白江区	510000,510100,510113	四川省,成都市,青白江区	四川省	成都市	青白江区	104.25494	30.883438
510129	510100	3	district	大邑县	510000,510100,510129	四川省,成都市,大邑县	四川省	成都市	大邑县	103.522397	30.586602
510181	510100	3	district	都江堰市	510000,510100,510181	四川省,成都市,都江堰市	四川省	成都市	都江堰市	103.627898	30.99114
510184	510100	3	district	崇州市	510000,510100,510184	四川省,成都市,崇州市	四川省	成都市	崇州市	103.671049	30.631478
510185	510100	3	district	简阳市	510000,510100,510185	四川省,成都市,简阳市	四川省	成都市	简阳市	104.550339	30.390666
510131	510100	3	district	蒲江县	510000,510100,510131	四川省,成都市,蒲江县	四川省	成都市	蒲江县	103.511541	30.194359
510118	510100	3	district	新津区	510000,510100,510118	四川省,成都市,新津区	四川省	成都市	新津区	103.812449	30.414284
510121	510100	3	district	金堂县	510000,510100,510121	四川省,成都市,金堂县	四川省	成都市	金堂县	104.415604	30.858417
510183	510100	3	district	邛崃市	510000,510100,510183	四川省,成都市,邛崃市	四川省	成都市	邛崃市	103.46143	30.413271
510115	510100	3	district	温江区	510000,510100,510115	四川省,成都市,温江区	四川省	成都市	温江区	103.836776	30.697996
510116	510100	3	district	双流区	510000,510100,510116	四川省,成都市,双流区	四川省	成都市	双流区	103.922706	30.573243
510117	510100	3	district	郫都区	510000,510100,510117	四川省,成都市,郫都区	四川省	成都市	郫都区	103.887842	30.808752
510107	510100	3	district	武侯区	510000,510100,510107	四川省,成都市,武侯区	四川省	成都市	武侯区	104.05167	30.630862
510106	510100	3	district	金牛区	510000,510100,510106	四川省,成都市,金牛区	四川省	成都市	金牛区	104.043487	30.692058
510112	510100	3	district	龙泉驿区	510000,510100,510112	四川省,成都市,龙泉驿区	四川省	成都市	龙泉驿区	104.269181	30.56065
510114	510100	3	district	新都区	510000,510100,510114	四川省,成都市,新都区	四川省	成都市	新都区	104.16022	30.824223
510108	510100	3	district	成华区	510000,510100,510108	四川省,成都市,成华区	四川省	成都市	成华区	104.103077	30.660275
510104	510100	3	district	锦江区	510000,510100,510104	四川省,成都市,锦江区	四川省	成都市	锦江区	104.080989	30.657689
510105	510100	3	district	青羊区	510000,510100,510105	四川省,成都市,青羊区	四川省	成都市	青羊区	104.055731	30.667648
510700	510000	2	city	绵阳市	510000,510700	四川省,绵阳市	四川省	绵阳市		104.741722	31.46402
510722	510700	3	district	三台县	510000,510700,510722	四川省,绵阳市,三台县	四川省	绵阳市	三台县	105.090316	31.090909
510725	510700	3	district	梓潼县	510000,510700,510725	四川省,绵阳市,梓潼县	四川省	绵阳市	梓潼县	105.16353	31.635225
510704	510700	3	district	游仙区	510000,510700,510704	四川省,绵阳市,游仙区	四川省	绵阳市	游仙区	104.770006	31.484772
510781	510700	3	district	江油市	510000,510700,510781	四川省,绵阳市,江油市	四川省	绵阳市	江油市	104.744431	31.776386
510727	510700	3	district	平武县	510000,510700,510727	四川省,绵阳市,平武县	四川省	绵阳市	平武县	104.530555	32.407588
510723	510700	3	district	盐亭县	510000,510700,510723	四川省,绵阳市,盐亭县	四川省	绵阳市	盐亭县	105.391991	31.22318
510703	510700	3	district	涪城区	510000,510700,510703	四川省,绵阳市,涪城区	四川省	绵阳市	涪城区	104.740971	31.463557
510705	510700	3	district	安州区	510000,510700,510705	四川省,绵阳市,安州区	四川省	绵阳市	安州区	104.560341	31.53894
510726	510700	3	district	北川羌族自治县	510000,510700,510726	四川省,绵阳市,北川羌族自治县	四川省	绵阳市	北川羌族自治县	104.468069	31.615863
511600	510000	2	city	广安市	510000,511600	四川省,广安市	四川省	广安市		106.633369	30.456398
511622	511600	3	district	武胜县	510000,511600,511622	四川省,广安市,武胜县	四川省	广安市	武胜县	106.292473	30.344291
511623	511600	3	district	邻水县	510000,511600,511623	四川省,广安市,邻水县	四川省	广安市	邻水县	106.934968	30.334323
511602	511600	3	district	广安区	510000,511600,511602	四川省,广安市,广安区	四川省	广安市	广安区	106.632907	30.456462
511681	511600	3	district	华蓥市	510000,511600,511681	四川省,广安市,华蓥市	四川省	广安市	华蓥市	106.777882	30.380574
511603	511600	3	district	前锋区	510000,511600,511603	四川省,广安市,前锋区	四川省	广安市	前锋区	106.893277	30.4963
