
652801	652800	3	district	库尔勒市	650000,652800,652801	新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市	新疆维吾尔自治区	巴音郭楞蒙古自治州	库尔勒市	86.145948	41.763122
652822	652800	3	district	轮台县	650000,652800,652822	新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县	新疆维吾尔自治区	巴音郭楞蒙古自治州	轮台县	84.248542	41.781266
652823	652800	3	district	尉犁县	650000,652800,652823	新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县	新疆维吾尔自治区	巴音郭楞蒙古自治州	尉犁县	86.263412	41.337428
652900	650000	2	city	阿克苏地区	650000,652900	新疆维吾尔自治区,阿克苏地区	新疆维吾尔自治区	阿克苏地区		80.265068	41.170712
652926	652900	3	district	拜城县	650000,652900,652926	新疆维吾尔自治区,阿克苏地区,拜城县	新疆维吾尔自治区	阿克苏地区	拜城县	81.869881	41.796101
652922	652900	3	district	温宿县	650000,652900,652922	新疆维吾尔自治区,阿克苏地区,温宿县	新疆维吾尔自治区	阿克苏地区	温宿县	80.243273	41.272995
652902	652900	3	district	库车市	650000,652900,652902	新疆维吾尔自治区,阿克苏地区,库车市	新疆维吾尔自治区	阿克苏地区	库车市	82.96304	41.717141
652925	652900	3	district	新和县	650000,652900,652925	新疆维吾尔自治区,阿克苏地区,新和县	新疆维吾尔自治区	阿克苏地区	新和县	82.610828	41.551176
652924	652900	3	district	沙雅县	650000,652900,652924	新疆维吾尔自治区,阿克苏地区,沙雅县	新疆维吾尔自治区	阿克苏地区	沙雅县	82.78077	41.226268
652901	652900	3	district	阿克苏市	650000,652900,652901	新疆维吾尔自治区,阿克苏地区,阿克苏市	新疆维吾尔自治区	阿克苏地区	阿克苏市	80.2629	41.171272
652928	652900	3	district	阿瓦提县	650000,652900,652928	新疆维吾尔自治区,阿克苏地区,阿瓦提县	新疆维吾尔自治区	阿克苏地区	阿瓦提县	80.378426	40.638422
652929	652900	3	district	柯坪县	650000,652900,652929	新疆维吾尔自治区,阿克苏地区,柯坪县	新疆维吾尔自治区	阿克苏地区	柯坪县	79.04785	40.50624
652927	652900	3	district	乌什县	650000,652900,652927	新疆维吾尔自治区,阿克苏地区,乌什县	新疆维吾尔自治区	阿克苏地区	乌什县	79.230805	41.21587
650500	650000	2	city	哈密市	650000,650500	新疆维吾尔自治区,哈密市	新疆维吾尔自治区	哈密市		93.51316	42.833248
650502	650500	3	district	伊州区	650000,650500,650502	新疆维吾尔自治区,哈密市,伊州区	新疆维吾尔自治区	哈密市	伊州区	93.509174	42.833888
650522	650500	3	district	伊吾县	650000,650500,650522	新疆维吾尔自治区,哈密市,伊吾县	新疆维吾尔自治区	哈密市	伊吾县	94.692773	43.252012
650521	650500	3	district	巴里坤哈萨克自治县	650000,650500,650521	新疆维吾尔自治区,哈密市,巴里坤哈萨克自治县	新疆维吾尔自治区	哈密市	巴里坤哈萨克自治县	93.021795	43.599032
659002	650000	2	city	阿拉尔市	650000,659002	新疆维吾尔自治区,阿拉尔市	新疆维吾尔自治区	阿拉尔市		81.285884	40.541914
653100	650000	2	city	喀什地区	650000,653100	新疆维吾尔自治区,喀什地区	新疆维吾尔自治区	喀什地区		75.989138	39.467664
653127	653100	3	district	麦盖提县	650000,653100,653127	新疆维吾尔自治区,喀什地区,麦盖提县	新疆维吾尔自治区	喀什地区	麦盖提县	77.651538	38.903384
653122	653100	3	district	疏勒县	650000,653100,653122	新疆维吾尔自治区,喀什地区,疏勒县	新疆维吾尔自治区	喀什地区	疏勒县	76.053653	39.399461
653129	653100	3	district	伽师县	650000,653100,653129	新疆维吾尔自治区,喀什地区,伽师县	新疆维吾尔自治区	喀什地区	伽师县	76.741982	39.494325
653126	653100	3	district	叶城县	650000,653100,653126	新疆维吾尔自治区,喀什地区,叶城县	新疆维吾尔自治区	喀什地区	叶城县	77.420353	37.884679
653125	653100	3	district	莎车县	650000,653100,653125	新疆维吾尔自治区,喀什地区,莎车县	新疆维吾尔自治区	喀什地区	莎车县	77.248884	38.414499
653131	653100	3	district	塔什库尔干塔吉克自治县	650000,653100,653131	新疆维吾尔自治区,喀什地区,塔什库尔干塔吉克自治县	新疆维吾尔自治区	喀什地区	塔什库尔干塔吉克自治县	75.228068	37.775437
653124	653100	3	district	泽普县	650000,653100,653124	新疆维吾尔自治区,喀什地区,泽普县	新疆维吾尔自治区	喀什地区	泽普县	77.273593	38.191217
653121	653100	3	district	疏附县	650000,653100,653121	新疆维吾尔自治区,喀什地区,疏附县	新疆维吾尔自治区	喀什地区	疏附县	75.863075	39.378306
653130	653100	3	district	巴楚县	650000,653100,653130	新疆维吾尔自治区,喀什地区,巴楚县	新疆维吾尔自治区	喀什地区	巴楚县	78.55041	39.783479
653123	653100	3	district	英吉沙县	650000,653100,653123	新疆维吾尔自治区,喀什地区,英吉沙县	新疆维吾尔自治区	喀什地区	英吉沙县	76.174292	38.929839
653101	653100	3	district	喀什市	650000,653100,653101	新疆维吾尔自治区,喀什地区,喀什市	新疆维吾尔自治区	喀什地区	喀什市	75.98838	39.467861
653128	653100	3	district	岳普湖县	650000,653100,653128	新疆维吾尔自治区,喀什地区,岳普湖县	新疆维吾尔自治区	喀什地区	岳普湖县	76.7724	39.235248
650400	650000	2	city	吐鲁番市	650000,650400	新疆维吾尔自治区,吐鲁番市	新疆维吾尔自治区	吐鲁番市		89.184078	42.947613
650422	650400	3	district	托克逊县	650000,650400,650422	新疆维吾尔自治区,吐鲁番市,托克逊县	新疆维吾尔自治区	吐鲁番市	托克逊县	88.655771	42.793536
650402	650400	3	district	高昌区	650000,650400,650402	新疆维吾尔自治区,吐鲁番市,高昌区	新疆维吾尔自治区	吐鲁番市	高昌区	89.182324	42.947627
650421	650400	3	district	鄯善县	650000,650400,650421	新疆维吾尔自治区,吐鲁番市,鄯善县	新疆维吾尔自治区	吐鲁番市	鄯善县	90.212692	42.865503
659003	650000	2	city	图木舒克市	650000,659003	新疆维吾尔自治区,图木舒克市	新疆维吾尔自治区	图木舒克市		79.077978	39.867316
653000	650000	2	city	克孜勒苏柯尔克孜自治州	650000,653000	新疆维吾尔自治区,克孜勒苏柯尔克孜自治州	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州		76.172825	39.713431
653024	653000	3	district	乌恰县	650000,653000,653024	新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌恰县	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	乌恰县	75.25969	39.716633
653001	653000	3	district	阿图什市	650000,653000,653001	新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿图什市	76.173939	39.712898
653023	653000	3	district	阿合奇县	650000,653000,653023	新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿合奇县	78.450164	40.937567
653022	653000	3	district	阿克陶县	650000,653000,653022	新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县	新疆维吾尔自治区	克孜勒苏柯尔克孜自治州	阿克陶县	75.945159	39.147079
650200	650000	2	city	克拉玛依市	650000,650200	新疆维吾尔自治区,克拉玛依市	新疆维吾尔自治区	克拉玛依市		84.873946	45.595886
650205	650200	3	district	乌尔禾区	650000,650200,650205	新疆维吾尔自治区,克拉玛依市,乌尔禾区	新疆维吾尔自治区	克拉玛依市	乌尔禾区	85.697767	46.08776
650204	650200	3	district	白碱滩区	650000,650200,650204	新疆维吾尔自治区,克拉玛依市,白碱滩区	新疆维吾尔自治区	克拉玛依市	白碱滩区	85.129882	45.689021
650203	650200	3	district	克拉玛依区	650000,650200,650203	新疆维吾尔自治区,克拉玛依市,克拉玛依区	新疆维吾尔自治区	克拉玛依市	克拉玛依区	84.868918	45.600477
650202	650200	3	district	独山子区	650000,650200,650202	新疆维吾尔自治区,克拉玛依市,独山子区	新疆维吾尔自治区	克拉玛依市	独山子区	84.882267	44.327207
659010	650000	2	city	胡杨河市	650000,659010	新疆维吾尔自治区,胡杨河市	新疆维吾尔自治区	胡杨河市		84.8275959	44.69288853
420000	100000	1	province	湖北省	420000	湖北省	湖北省			114.298572	30.584355
420500	420000	2	city	宜昌市	420000,420500	湖北省,宜昌市	湖北省	宜昌市		111.290843	30.702636
420526	420500	3	district	兴山县	420000,420500,420526	湖北省,宜昌市,兴山县	湖北省	宜昌市	兴山县	110.754499	31.34795
420582	420500	3	district	当阳市	420000,420500,420582	湖北省,宜昌市,当阳市	湖北省	宜昌市	当阳市	111.793419	30.824492
420527	420500	3	district	秭归县	420000,420500,420527	湖北省,宜昌市,秭归县	湖北省	宜昌市	秭归县	110.976785	30.823908
420528	420500	3	district	长阳土家族自治县	420000,420500,420528	湖北省,宜昌市,长阳土家族自治县	湖北省	宜昌市	长阳土家族自治县	111.198475	30.466534
420504	420500	3	district	点军区	420000,420500,420504	湖北省,宜昌市,点军区	湖北省	宜昌市	点军区	111.268163	30.692322
420583	420500	3	district	枝江市	420000,420500,420583	湖北省,宜昌市,枝江市	湖北省	宜昌市	枝江市	111.751799	30.425364
420503	420500	3	district	伍家岗区	420000,420500,420503	湖北省,宜昌市,伍家岗区	湖北省	宜昌市	伍家岗区	111.307215	30.679053
420505	420500	3	district	猇亭区	420000,420500,420505	湖北省,宜昌市,猇亭区	湖北省	宜昌市	猇亭区	111.427642	30.530744
420529	420500	3	district	五峰土家族自治县	420000,420500,420529	湖北省,宜昌市,五峰土家族自治县	湖北省	宜昌市	五峰土家族自治县	110.674938	30.199252
420581	420500	3	district	宜都市	420000,420500,420581	湖北省,宜昌市,宜都市	湖北省	宜昌市	宜都市	111.454367	30.387234
420506	420500	3	district	夷陵区	420000,420500,420506	湖北省,宜昌市,夷陵区	湖北省	宜昌市	夷陵区	111.326747	30.770199
420502	420500	3	district	西陵区	420000,420500,420502	湖北省,宜昌市,西陵区	湖北省	宜昌市	西陵区	111.295468	30.702476
420525	420500	3	district	远安县	420000,420500,420525	湖北省,宜昌市,远安县	湖北省	宜昌市	远安县	111.64331	31.059626
420300	420000	2	city	十堰市	420000,420300	湖北省,十堰市	湖北省	十堰市		110.787916	32.646907
420303	420300	3	district	张湾区	420000,420300,420303	湖北省,十堰市,张湾区	湖北省	十堰市	张湾区	110.772365	32.652516
420304	420300	3	district	郧阳区	420000,420300,420304	湖北省,十堰市,郧阳区	湖北省	十堰市	郧阳区	110.812099	32.838267
420302	420300	3	district	茅箭区	420000,420300,420302	湖北省,十堰市,茅箭区	湖北省	十堰市	茅箭区	110.78621	32.644463
420381	420300	3	district	丹江口市	420000,420300,420381	湖北省,十堰市,丹江口市	湖北省	十堰市	丹江口市	111.513793	32.538839
420323	420300	3	district	竹山县	420000,420300,420323	湖北省,十堰市,竹山县	湖北省	十堰市	竹山县	110.2296	32.22586
420325	420300	3	district	房县	420000,420300,420325	湖北省,十堰市,房县	湖北省	十堰市	房县	110.741966	32.055002
420324	420300	3	district	竹溪县	420000,420300,420324	湖北省,十堰市,竹溪县	湖北省	十堰市	竹溪县	109.717196	32.315342
420322	420300	3	district	郧西县	420000,420300,420322	湖北省,十堰市,郧西县	湖北省	十堰市	郧西县	110.426472	32.991457
420600	420000	2	city	襄阳市	420000,420600	湖北省,襄阳市	湖北省	襄阳市		112.144146	32.042426
420682	420600	3	district	老河口市	420000,420600,420682	湖北省,襄阳市,老河口市	湖北省	襄阳市	老河口市	111.675732	32.385438
420625	420600	3	district	谷城县	420000,420600,420625	湖北省,襄阳市,谷城县	湖北省	襄阳市	谷城县	111.640147	32.262676
420683	420600	3	district	枣阳市	420000,420600,420683	湖北省,襄阳市,枣阳市	湖北省	襄阳市	枣阳市	112.765268	32.123083
420684	420600	3	district	宜城市	420000,420600,420684	湖北省,襄阳市,宜城市	湖北省	襄阳市	宜城市	112.261441	31.709203
420626	420600	3	district	保康县	420000,420600,420626	湖北省,襄阳市,保康县	湖北省	襄阳市	保康县	111.262235	31.873507
420602	420600	3	district	襄城区	420000,420600,420602	湖北省,襄阳市,襄城区	湖北省	襄阳市	襄城区	112.150327	32.015088
420607	420600	3	district	襄州区	420000,420600,420607	湖北省,襄阳市,襄州区	湖北省	襄阳市	襄州区	112.197378	32.085517
420606	420600	3	district	樊城区	420000,420600,420606	湖北省,襄阳市,樊城区	湖北省	襄阳市	樊城区	112.13957	32.058589
420624	420600	3	district	南漳县	420000,420600,420624	湖北省,襄阳市,南漳县	湖北省	襄阳市	南漳县	111.844424	31.77692
420900	420000	2	city	孝感市	420000,420900	湖北省,孝感市	湖北省	孝感市		113.926655	30.926423
420923	420900	3	district	云梦县	420000,420900,420923	湖北省,孝感市,云梦县	湖北省	孝感市	云梦县	113.750616	31.021691
420981	420900	3	district	应城市	420000,420900,420981	湖北省,孝感市,应城市	湖北省	孝感市	应城市	113.573842	30.939038
420984	420900	3	district	汉川市	420000,420900,420984	湖北省,孝感市,汉川市	湖北省	孝感市	汉川市	113.835301	30.652165
420902	420900	3	district	孝南区	420000,420900,420902	湖北省,孝感市,孝南区	湖北省	孝感市	孝南区	113.925849	30.925966
420921	420900	3	district	孝昌县	420000,420900,420921	湖北省,孝感市,孝昌县	湖北省	孝感市	孝昌县	113.988964	31.251618
420922	420900	3	district	大悟县	420000,420900,420922	湖北省,孝感市,大悟县	湖北省	孝感市	大悟县	114.126249	31.565483
420982	420900	3	district	安陆市	420000,420900,420982	湖北省,孝感市,安陆市	湖北省	孝感市	安陆市	113.690401	31.26174
421100	420000	2	city	黄冈市	420000,421100	湖北省,黄冈市	湖北省	黄冈市		114.879365	30.447711
421181	421100	3	district	麻城市	420000,421100,421181	湖北省,黄冈市,麻城市	湖北省	黄冈市	麻城市	115.02541	31.177906
421126	421100	3	district	蕲春县	420000,421100,421126	湖北省,黄冈市,蕲春县	湖北省	黄冈市	蕲春县	115.433964	30.234927
421102	421100	3	district	黄州区	420000,421100,421102	湖北省,黄冈市,黄州区	湖北省	黄冈市	黄州区	114.878934	30.447435
421125	421100	3	district	浠水县	420000,421100,421125	湖北省,黄冈市,浠水县	湖北省	黄冈市	浠水县	115.26344	30.454837
421124	421100	3	district	英山县	420000,421100,421124	湖北省,黄冈市,英山县	湖北省	黄冈市	英山县	115.67753	30.735794
421122	421100	3	district	红安县	420000,421100,421122	湖北省,黄冈市,红安县	湖北省	黄冈市	红安县	114.615095	31.284777
421182	421100	3	district	武穴市	420000,421100,421182	湖北省,黄冈市,武穴市	湖北省	黄冈市	武穴市	115.56242	29.849342
421127	421100	3	district	黄梅县	420000,421100,421127	湖北省,黄冈市,黄梅县	湖北省	黄冈市	黄梅县	115.942548	30.075113
421123	421100	3	district	罗田县	420000,421100,421123	湖北省,黄冈市,罗田县	湖北省	黄冈市	罗田县	115.398984	30.781679
421121	421100	3	district	团风县	420000,421100,421121	湖北省,黄冈市,团风县	湖北省	黄冈市	团风县	114.872029	30.63569
429005	420000	2	city	潜江市	420000,429005	湖北省,潜江市	湖北省	潜江市		112.896866	30.421215
429006	420000	2	city	天门市	420000,429006	湖北省,天门市	湖北省	天门市		113.165862	30.653061
420100	420000	2	city	武汉市	420000,420100	湖北省,武汉市	湖北省	武汉市		114.298572	30.584355
420116	420100	3	district	黄陂区	420000,420100,420116	湖北省,武汉市,黄陂区	湖北省	武汉市	黄陂区	114.374025	30.874155
420117	420100	3	district	新洲区	420000,420100,420117	湖北省,武汉市,新洲区	湖北省	武汉市	新洲区	114.802108	30.842149
420113	420100	3	district	汉南区	420000,420100,420113	湖北省,武汉市,汉南区	湖北省	武汉市	汉南区	114.08124	30.309637
420114	420100	3	district	蔡甸区	420000,420100,420114	湖北省,武汉市,蔡甸区	湖北省	武汉市	蔡甸区	114.029341	30.582186
420106	420100	3	district	武昌区	420000,420100,420106	湖北省,武汉市,武昌区	湖北省	武汉市	武昌区	114.307344	30.546536
420115	420100	3	district	江夏区	420000,420100,420115	湖北省,武汉市,江夏区	湖北省	武汉市	江夏区	114.313961	30.349045
420112	420100	3	district	东西湖区	420000,420100,420112	湖北省,武汉市,东西湖区	湖北省	武汉市	东西湖区	114.142483	30.622467
420104	420100	3	district	硚口区	420000,420100,420104	湖北省,武汉市,硚口区	湖北省	武汉市	硚口区	114.264568	30.57061
420105	420100	3	district	汉阳区	420000,420100,420105	湖北省,武汉市,汉阳区	湖北省	武汉市	汉阳区	114.265807	30.549326
420107	420100	3	district	青山区	420000,420100,420107	湖北省,武汉市,青山区	湖北省	武汉市	青山区	114.39707	30.634215
420111	420100	3	district	洪山区	420000,420100,420111	湖北省,武汉市,洪山区	湖北省	武汉市	洪山区	114.400718	30.504259
420103	420100	3	district	江汉区	420000,420100,420103	湖北省,武汉市,江汉区	湖北省	武汉市	江汉区	114.283109	30.578771
420102	420100	3	district	江岸区	420000,420100,420102	湖北省,武汉市,江岸区	湖北省	武汉市	江岸区	114.30304	30.594911
422800	420000	2	city	恩施土家族苗族自治州	420000,422800	湖北省,恩施土家族苗族自治州	湖北省	恩施土家族苗族自治州		109.48699	30.283114
422822	422800	3	district	建始县	420000,422800,422822	湖北省,恩施土家族苗族自治州,建始县	湖北省	恩施土家族苗族自治州	建始县	109.723822	30.601632
422801	422800	3	district	恩施市	420000,422800,422801	湖北省,恩施土家族苗族自治州,恩施市	湖北省	恩施土家族苗族自治州	恩施市	109.486761	30.282406
422802	422800	3	district	利川市	420000,422800,422802	湖北省,恩施土家族苗族自治州,利川市	湖北省	恩施土家族苗族自治州	利川市	108.943491	30.294247
422828	422800	3	district	鹤峰县	420000,422800,422828	湖北省,恩施土家族苗族自治州,鹤峰县	湖北省	恩施土家族苗族自治州	鹤峰县	110.033699	29.887298
422827	422800	3	district	来凤县	420000,422800,422827	湖北省,恩施土家族苗族自治州,来凤县	湖北省	恩施土家族苗族自治州	来凤县	109.408328	29.506945
422825	422800	3	district	宣恩县	420000,422800,422825	湖北省,恩施土家族苗族自治州,宣恩县	湖北省	恩施土家族苗族自治州	宣恩县	109.482819	29.98867
422823	422800	3	district	巴东县	420000,422800,422823	湖北省,恩施土家族苗族自治州,巴东县	湖北省	恩施土家族苗族自治州	巴东县	110.336665	31.041403
422826	422800	3	district	咸丰县	420000,422800,422826	湖北省,恩施土家族苗族自治州,咸丰县	湖北省	恩施土家族苗族自治州	咸丰县	109.15041	29.678967
420800	420000	2	city	荆门市	420000,420800	湖北省,荆门市	湖北省	荆门市		112.204251	31.03542
420802	420800	3	district	东宝区	420000,420800,420802	湖北省,荆门市,东宝区	湖北省	荆门市	东宝区	112.204804	31.033461
420881	420800	3	district	钟祥市	420000,420800,420881	湖北省,荆门市,钟祥市	湖北省	荆门市	钟祥市	112.587267	31.165573
420882	420800	3	district	京山市	420000,420800,420882	湖北省,荆门市,京山市	湖北省	荆门市	京山市	113.114595	31.022457
420804	420800	3	district	掇刀区	420000,420800,420804	湖北省,荆门市,掇刀区	湖北省	荆门市	掇刀区	112.198413	30.980798
420822	420800	3	district	沙洋县	420000,420800,420822	湖北省,荆门市,沙洋县	湖北省	荆门市	沙洋县	112.595218	30.70359
421000	420000	2	city	荆州市	420000,421000	湖北省,荆州市	湖北省	荆州市		112.23813	30.326857
421024	421000	3	district	江陵县	420000,421000,421024	湖北省,荆州市,江陵县	湖北省	荆州市	江陵县	112.41735	30.033919
421023	421000	3	district	监利市	420000,421000,421023	湖北省,荆州市,监利市	湖北省	荆州市	监利市	112.904344	29.820079
421081	421000	3	district	石首市	420000,421000,421081	湖北省,荆州市,石首市	湖北省	荆州市	石首市	112.40887	29.716437
421083	421000	3	district	洪湖市	420000,421000,421083	湖北省,荆州市,洪湖市	湖北省	荆州市	洪湖市	113.470304	29.81297
421087	421000	3	district	松滋市	420000,421000,421087	湖北省,荆州市,松滋市	湖北省	荆州市	松滋市	111.77818	30.176037
421002	421000	3	district	沙市区	420000,421000,421002	湖北省,荆州市,沙市区	湖北省	荆州市	沙市区	112.257433	30.315895
421022	421000	3	district	公安县	420000,421000,421022	湖北省,荆州市,公安县	湖北省	荆州市	公安县	112.230179	30.059065
421003	421000	3	district	荆州区	420000,421000,421003	湖北省,荆州市,荆州区	湖北省	荆州市	荆州区	112.195354	30.350674
429004	420000	2	city	仙桃市	420000,429004	湖北省,仙桃市	湖北省	仙桃市		113.453974	30.364953
421200	420000	2	city	咸宁市	420000,421200	湖北省,咸宁市	湖北省	咸宁市		114.328963	29.832798
421221	421200	3	district	嘉鱼县	420000,421200,421221	湖北省,咸宁市,嘉鱼县	湖北省	咸宁市	嘉鱼县	113.921547	29.973363
421224	421200	3	district	通山县	420000,421200,421224	湖北省,咸宁市,通山县	湖北省	咸宁市	通山县	114.493163	29.604455
421202	421200	3	district	咸安区	420000,421200,421202	湖北省,咸宁市,咸安区	湖北省	咸宁市	咸安区	114.333894	29.824716
421281	421200	3	district	赤壁市	420000,421200,421281	湖北省,咸宁市,赤壁市	湖北省	咸宁市	赤壁市	113.88366	29.716879
421223	421200	3	district	崇阳县	420000,421200,421223	湖北省,咸宁市,崇阳县	湖北省	咸宁市	崇阳县	114.049958	29.54101
421222	421200	3	district	通城县	420000,421200,421222	湖北省,咸宁市,通城县	湖北省	咸宁市	通城县	113.814131	29.246076
429021	420000	2	city	神农架林区	420000,429021	湖北省,神农架林区	湖北省	神农架林区		110.671525	31.744449
421300	420000	2	city	随州市	420000,421300	湖北省,随州市	湖北省	随州市		113.37377	31.717497
421303	421300	3	district	曾都区	420000,421300,421303	湖北省,随州市,曾都区	湖北省	随州市	曾都区	113.374519	31.717521
421321	421300	3	district	随县	420000,421300,421321	湖北省,随州市,随县	湖北省	随州市	随县	113.301384	31.854246
421381	421300	3	district	广水市	420000,421300,421381	湖北省,随州市,广水市	湖北省	随州市	广水市	113.826601	31.617731
420700	420000	2	city	鄂州市	420000,420700	湖北省,鄂州市	湖北省	鄂州市		114.890593	30.396536
420703	420700	3	district	华容区	420000,420700,420703	湖北省,鄂州市,华容区	湖北省	鄂州市	华容区	114.74148	30.534468
420702	420700	3	district	梁子湖区	420000,420700,420702	湖北省,鄂州市,梁子湖区	湖北省	鄂州市	梁子湖区	114.681967	30.098191
420704	420700	3	district	鄂城区	420000,420700,420704	湖北省,鄂州市,鄂城区	湖北省	鄂州市	鄂城区	114.890012	30.39669
420200	420000	2	city	黄石市	420000,420200	湖北省,黄石市	湖北省	黄石市		115.077048	30.220074
420205	420200	3	district	铁山区	420000,420200,420205	湖北省,黄石市,铁山区	湖北省	黄石市	铁山区	114.901366	30.20601
420203	420200	3	district	西塞山区	420000,420200,420203	湖北省,黄石市,西塞山区	湖北省	黄石市	西塞山区	115.093354	30.205365
420204	420200	3	district	下陆区	420000,420200,420204	湖北省,黄石市,下陆区	湖北省	黄石市	下陆区	114.975755	30.177845
420222	420200	3	district	阳新县	420000,420200,420222	湖北省,黄石市,阳新县	湖北省	黄石市	阳新县	115.212883	29.841572
420281	420200	3	district	大冶市	420000,420200,420281	湖北省,黄石市,大冶市	湖北省	黄石市	大冶市	114.974842	30.098804
420202	420200	3	district	黄石港区	420000,420200,420202	湖北省,黄石市,黄石港区	湖北省	黄石市	黄石港区	115.090164	30.212086
210000	100000	1	province	辽宁省	210000	辽宁省	辽宁省			123.429096	41.796767
210800	210000	2	city	营口市	210000,210800	辽宁省,营口市	辽宁省	营口市		122.235151	40.667432
210803	210800	3	district	西市区	210000,210800,210803	辽宁省,营口市,西市区	辽宁省	营口市	西市区	122.210067	40.663086
210881	210800	3	district	盖州市	210000,210800,210881	辽宁省,营口市,盖州市	辽宁省	营口市	盖州市	122.355534	40.405234
210804	210800	3	district	鲅鱼圈区	210000,210800,210804	辽宁省,营口市,鲅鱼圈区	辽宁省	营口市	鲅鱼圈区	122.127242	40.263646
210882	210800	3	district	大石桥市	210000,210800,210882	辽宁省,营口市,大石桥市	辽宁省	营口市	大石桥市	122.505894	40.633973
210802	210800	3	district	站前区	210000,210800,210802	辽宁省,营口市,站前区	辽宁省	营口市	站前区	122.253235	40.669949
210811	210800	3	district	老边区	210000,210800,210811	辽宁省,营口市,老边区	辽宁省	营口市	老边区	122.382584	40.682723
210700	210000	2	city	锦州市	210000,210700	辽宁省,锦州市	辽宁省	锦州市		121.135742	41.119269
210727	210700	3	district	义县	210000,210700,210727	辽宁省,锦州市,义县	辽宁省	锦州市	义县	121.242831	41.537224
210726	210700	3	district	黑山县	210000,210700,210726	辽宁省,锦州市,黑山县	辽宁省	锦州市	黑山县	122.117915	41.691804
210711	210700	3	district	太和区	210000,210700,210711	辽宁省,锦州市,太和区	辽宁省	锦州市	太和区	121.107297	41.105378
210781	210700	3	district	凌海市	210000,210700,210781	辽宁省,锦州市,凌海市	辽宁省	锦州市	凌海市	121.364236	41.171738
210782	210700	3	district	北镇市	210000,210700,210782	辽宁省,锦州市,北镇市	辽宁省	锦州市	北镇市	121.795962	41.598764
210703	210700	3	district	凌河区	210000,210700,210703	辽宁省,锦州市,凌河区	辽宁省	锦州市	凌河区	121.151304	41.114662
210702	210700	3	district	古塔区	210000,210700,210702	辽宁省,锦州市,古塔区	辽宁省	锦州市	古塔区	121.130085	41.115719
211400	210000	2	city	葫芦岛市	210000,211400	辽宁省,葫芦岛市	辽宁省	葫芦岛市		120.856394	40.755572
211422	211400	3	district	建昌县	210000,211400,211422	辽宁省,葫芦岛市,建昌县	辽宁省	葫芦岛市	建昌县	119.807776	40.812871
211403	211400	3	district	龙港区	210000,211400,211403	辽宁省,葫芦岛市,龙港区	辽宁省	葫芦岛市	龙港区	120.838569	40.709991
211481	211400	3	district	兴城市	210000,211400,211481	辽宁省,葫芦岛市,兴城市	辽宁省	葫芦岛市	兴城市	120.729365	40.619413
211421	211400	3	district	绥中县	210000,211400,211421	辽宁省,葫芦岛市,绥中县	辽宁省	葫芦岛市	绥中县	120.342112	40.328407
211404	211400	3	district	南票区	210000,211400,211404	辽宁省,葫芦岛市,南票区	辽宁省	葫芦岛市	南票区	120.752314	41.098813
211402	211400	3	district	连山区	210000,211400,211402	辽宁省,葫芦岛市,连山区	辽宁省	葫芦岛市	连山区	120.85937	40.755143
210600	210000	2	city	丹东市	210000,210600	辽宁省,丹东市	辽宁省	丹东市		124.383044	40.124296
210682	210600	3	district	凤城市	210000,210600,210682	辽宁省,丹东市,凤城市	辽宁省	丹东市	凤城市	124.071067	40.457567
210681	210600	3	district	东港市	210000,210600,210681	辽宁省,丹东市,东港市	辽宁省	丹东市	东港市	124.149437	39.883467
210604	210600	3	district	振安区	210000,210600,210604	辽宁省,丹东市,振安区	辽宁省	丹东市	振安区	124.427709	40.158557
210603	210600	3	district	振兴区	210000,210600,210603	辽宁省,丹东市,振兴区	辽宁省	丹东市	振兴区	124.361153	40.102801
210624	210600	3	district	宽甸满族自治县	210000,210600,210624	辽宁省,丹东市,宽甸满族自治县	辽宁省	丹东市	宽甸满族自治县	124.784867	40.730412
210602	210600	3	district	元宝区	210000,210600,210602	辽宁省,丹东市,元宝区	辽宁省	丹东市	元宝区	124.397814	40.136483
210100	210000	2	city	沈阳市	210000,210100	辽宁省,沈阳市	辽宁省	沈阳市		123.429096	41.796767
210181	210100	3	district	新民市	210000,210100,210181	辽宁省,沈阳市,新民市	辽宁省	沈阳市	新民市	122.828868	41.996508
210102	210100	3	district	和平区	210000,210100,210102	辽宁省,沈阳市,和平区	辽宁省	沈阳市	和平区	123.406664	41.788074
210111	210100	3	district	苏家屯区	210000,210100,210111	辽宁省,沈阳市,苏家屯区	辽宁省	沈阳市	苏家屯区	123.341604	41.665904
210114	210100	3	district	于洪区	210000,210100,210114	辽宁省,沈阳市,于洪区	辽宁省	沈阳市	于洪区	123.310829	41.795833
210105	210100	3	district	皇姑区	210000,210100,210105	辽宁省,沈阳市,皇姑区	辽宁省	沈阳市	皇姑区	123.405677	41.822336
